Vardas         Pavarde             ND1  ND2  ND3  ND4  ND5  Egz  
Vardas9498     Pavarde9498         5    4    7    5    7    6    
Vardas1136     Pavarde1136         3    10   3    5    4    8    
Vardas3552     Pavarde3552         8    3    1    3    9    3    
Vardas8135     Pavarde8135         3    4    8    4    2    9    
Vardas1441     Pavarde1441         2    9    7    8    10   8    
Vardas2632     Pavarde2632         3    10   2    9    2    5    
Vardas4108     Pavarde4108         7    2    4    7    2    1    
Vardas2069     Pavarde2069         8    4    6    10   4    8    
Vardas4977     Pavarde4977         6    7    8    9    7    7    
Vardas6059     Pavarde6059         6    4    7    6    3    2    
Vardas7247     Pavarde7247         3    2    5    7    10   4    
Vardas464      Pavarde464          1    8    7    7    4    3    
Vardas566      Pavarde566          3    1    6    2    8    5    
Vardas6196     Pavarde6196         4    10   1    4    9    4    
Vardas246      Pavarde246          2    10   2    2    6    7    
Vardas6205     Pavarde6205         8    6    9    8    4    4    
Vardas8419     Pavarde8419         10   7    1    4    5    6    
Vardas9891     Pavarde9891         9    8    9    10   2    7    
Vardas4599     Pavarde4599         8    4    5    1    7    9    
Vardas1779     Pavarde1779         6    3    5    6    1    8    
Vardas1817     Pavarde1817         2    5    7    1    10   9    
Vardas8970     Pavarde8970         3    5    2    5    6    5    
Vardas2672     Pavarde2672         9    7    3    7    2    1    
Vardas4172     Pavarde4172         1    9    2    9    9    6    
Vardas6025     Pavarde6025         3    6    6    4    1    1    
Vardas9339     Pavarde9339         8    8    3    2    4    8    
Vardas9218     Pavarde9218         1    8    8    2    9    10   
Vardas6794     Pavarde6794         6    2    4    6    10   10   
Vardas6109     Pavarde6109         1    1    8    6    4    3    
Vardas8047     Pavarde8047         9    1    5    10   5    3    
Vardas4638     Pavarde4638         7    8    9    8    5    8    
Vardas9324     Pavarde9324         7    1    9    10   1    8    
Vardas9986     Pavarde9986         4    4    9    3    8    10   
Vardas6938     Pavarde6938         7    8    7    9    4    7    
Vardas8511     Pavarde8511         1    8    6    10   1    8    
Vardas6257     Pavarde6257         10   6    2    10   10   9    
Vardas8794     Pavarde8794         7    8    6    3    2    8    
Vardas4461     Pavarde4461         10   7    2    2    10   3    
Vardas9833     Pavarde9833         1    8    9    9    1    7    
Vardas4604     Pavarde4604         3    3    1    6    1    10   
Vardas1680     Pavarde1680         3    8    5    4    2    4    
Vardas9996     Pavarde9996         5    5    8    8    6    1    
Vardas161      Pavarde161          10   9    3    2    1    1    
Vardas8585     Pavarde8585         6    3    4    8    10   6    
Vardas8012     Pavarde8012         5    6    10   9    6    6    
Vardas3329     Pavarde3329         3    5    4    2    10   9    
Vardas3342     Pavarde3342         9    8    1    9    3    10   
Vardas6845     Pavarde6845         2    3    1    2    9    4    
Vardas7497     Pavarde7497         9    1    6    9    1    10   
Vardas4704     Pavarde4704         1    5    9    9    7    9    
Vardas1408     Pavarde1408         6    9    6    2    10   4    
Vardas6212     Pavarde6212         10   4    1    4    3    6    
Vardas2451     Pavarde2451         1    1    4    5    10   4    
Vardas9788     Pavarde9788         8    3    9    1    6    1    
Vardas5855     Pavarde5855         9    9    2    9    5    1    
Vardas711      Pavarde711          1    3    10   6    8    7    
Vardas2997     Pavarde2997         10   8    10   3    2    4    
Vardas7737     Pavarde7737         5    9    5    8    8    2    
Vardas8806     Pavarde8806         9    2    7    6    10   9    
Vardas3277     Pavarde3277         3    3    7    3    8    4    
Vardas211      Pavarde211          8    4    7    8    7    2    
Vardas8404     Pavarde8404         5    5    7    2    3    3    
Vardas47       Pavarde47           8    5    7    2    1    10   
Vardas9492     Pavarde9492         9    8    10   7    7    9    
Vardas2468     Pavarde2468         4    4    9    10   1    1    
Vardas6864     Pavarde6864         10   10   3    4    2    5    
Vardas6145     Pavarde6145         3    1    2    4    6    7    
Vardas3999     Pavarde3999         7    9    3    9    7    6    
Vardas292      Pavarde292          1    2    1    3    4    9    
Vardas4530     Pavarde4530         1    2    10   2    7    3    
Vardas5752     Pavarde5752         3    3    2    6    6    2    
Vardas3394     Pavarde3394         1    7    3    4    8    9    
Vardas200      Pavarde200          5    2    7    9    6    10   
Vardas7966     Pavarde7966         5    2    1    3    4    10   
Vardas3029     Pavarde3029         7    8    1    4    7    3    
Vardas3019     Pavarde3019         1    9    2    4    9    1    
Vardas1793     Pavarde1793         9    7    5    2    1    5    
Vardas4675     Pavarde4675         10   10   4    2    3    6    
Vardas5607     Pavarde5607         6    7    8    2    5    3    
Vardas1299     Pavarde1299         3    4    3    1    8    10   
Vardas2693     Pavarde2693         5    1    7    2    10   1    
Vardas7237     Pavarde7237         4    3    5    6    3    10   
Vardas985      Pavarde985          6    4    5    10   10   10   
Vardas1973     Pavarde1973         6    4    2    4    2    10   
Vardas3146     Pavarde3146         3    1    7    10   5    7    
Vardas521      Pavarde521          2    1    4    3    5    6    
Vardas6268     Pavarde6268         4    5    6    1    8    4    
Vardas5550     Pavarde5550         10   9    2    2    10   8    
Vardas4742     Pavarde4742         9    10   1    5    8    1    
Vardas5766     Pavarde5766         8    2    4    10   3    7    
Vardas1303     Pavarde1303         7    6    4    5    3    6    
Vardas9717     Pavarde9717         2    3    9    10   10   1    
Vardas7812     Pavarde7812         4    7    3    6    5    5    
Vardas4714     Pavarde4714         3    7    6    6    2    3    
Vardas3325     Pavarde3325         4    2    3    3    6    4    
Vardas3597     Pavarde3597         1    10   4    7    4    5    
Vardas8760     Pavarde8760         10   3    4    2    5    9    
Vardas9930     Pavarde9930         2    3    2    6    5    3    
Vardas5502     Pavarde5502         7    10   8    7    9    3    
Vardas936      Pavarde936          6    8    7    4    4    7    
Vardas6        Pavarde6            5    8    1    3    1    9    
Vardas5838     Pavarde5838         10   6    7    3    2    5    
Vardas706      Pavarde706          1    5    6    5    9    2    
Vardas8206     Pavarde8206         7    3    4    1    9    9    
Vardas9055     Pavarde9055         10   10   10   4    2    4    
Vardas4795     Pavarde4795         6    6    7    5    5    6    
Vardas4130     Pavarde4130         10   7    10   5    8    9    
Vardas1791     Pavarde1791         8    6    8    8    3    2    
Vardas284      Pavarde284          8    5    3    3    5    4    
Vardas2402     Pavarde2402         6    5    4    7    10   7    
Vardas8248     Pavarde8248         7    3    6    10   9    7    
Vardas69       Pavarde69           1    1    7    3    8    4    
Vardas6574     Pavarde6574         1    7    5    6    5    7    
Vardas3770     Pavarde3770         4    9    1    1    3    3    
Vardas953      Pavarde953          7    1    5    2    1    2    
Vardas1805     Pavarde1805         1    6    6    7    9    4    
Vardas4998     Pavarde4998         3    8    3    6    4    5    
Vardas1546     Pavarde1546         5    4    3    10   5    5    
Vardas7600     Pavarde7600         5    2    2    6    9    10   
Vardas6198     Pavarde6198         4    9    5    10   8    7    
Vardas6913     Pavarde6913         1    2    5    5    2    8    
Vardas201      Pavarde201          2    2    2    6    6    6    
Vardas1645     Pavarde1645         7    6    1    10   4    10   
Vardas3691     Pavarde3691         3    4    7    6    9    10   
Vardas6232     Pavarde6232         10   8    2    2    8    5    
Vardas1832     Pavarde1832         6    3    6    6    8    2    
Vardas4143     Pavarde4143         9    4    2    2    1    5    
Vardas3502     Pavarde3502         5    9    1    1    6    7    
Vardas2182     Pavarde2182         4    9    6    5    9    7    
Vardas5216     Pavarde5216         7    3    9    4    7    1    
Vardas1711     Pavarde1711         8    2    8    5    2    4    
Vardas8517     Pavarde8517         3    1    4    6    3    10   
Vardas3289     Pavarde3289         9    2    6    4    3    2    
Vardas2296     Pavarde2296         9    2    3    3    7    9    
Vardas2158     Pavarde2158         3    2    9    4    4    3    
Vardas7065     Pavarde7065         2    3    3    4    6    9    
Vardas3805     Pavarde3805         3    1    7    8    4    8    
Vardas1978     Pavarde1978         3    7    9    2    3    4    
Vardas7824     Pavarde7824         3    8    9    8    2    8    
Vardas6492     Pavarde6492         9    10   6    4    4    7    
Vardas9750     Pavarde9750         9    4    6    8    4    4    
Vardas6823     Pavarde6823         4    3    5    5    2    10   
Vardas9401     Pavarde9401         9    5    8    4    9    2    
Vardas9147     Pavarde9147         6    2    5    10   5    10   
Vardas5982     Pavarde5982         8    2    2    3    4    8    
Vardas8951     Pavarde8951         1    4    4    6    5    3    
Vardas1176     Pavarde1176         5    1    7    5    1    5    
Vardas1397     Pavarde1397         8    1    4    2    3    5    
Vardas1455     Pavarde1455         2    1    4    1    8    3    
Vardas8613     Pavarde8613         10   8    6    4    8    7    
Vardas2162     Pavarde2162         6    9    9    9    4    2    
Vardas6730     Pavarde6730         9    7    7    2    7    3    
Vardas3905     Pavarde3905         5    5    3    1    3    1    
Vardas3418     Pavarde3418         10   3    10   4    3    7    
Vardas8081     Pavarde8081         1    1    5    7    3    10   
Vardas4646     Pavarde4646         2    2    6    2    3    5    
Vardas3447     Pavarde3447         2    9    5    3    7    1    
Vardas9368     Pavarde9368         6    6    10   2    9    4    
Vardas1869     Pavarde1869         8    3    6    2    3    1    
Vardas399      Pavarde399          9    7    4    6    10   1    
Vardas7557     Pavarde7557         3    5    6    8    8    10   
Vardas4634     Pavarde4634         2    5    6    10   4    4    
Vardas7675     Pavarde7675         8    8    9    4    5    9    
Vardas5598     Pavarde5598         7    7    1    1    1    9    
Vardas6149     Pavarde6149         4    4    4    5    5    7    
Vardas5338     Pavarde5338         3    7    8    2    8    6    
Vardas5572     Pavarde5572         2    7    1    10   3    6    
Vardas7323     Pavarde7323         3    10   6    8    3    1    
Vardas444      Pavarde444          8    6    4    3    9    5    
Vardas2771     Pavarde2771         6    6    1    9    8    9    
Vardas3480     Pavarde3480         8    2    7    10   3    9    
Vardas9963     Pavarde9963         8    5    7    4    2    4    
Vardas1575     Pavarde1575         5    1    2    2    1    10   
Vardas3000     Pavarde3000         8    2    1    3    7    6    
Vardas4131     Pavarde4131         9    1    9    8    10   4    
Vardas3854     Pavarde3854         6    5    6    7    7    8    
Vardas8187     Pavarde8187         7    3    2    5    2    5    
Vardas4724     Pavarde4724         7    5    6    6    9    4    
Vardas7598     Pavarde7598         3    7    8    1    2    5    
Vardas4        Pavarde4            2    5    8    10   1    1    
Vardas5548     Pavarde5548         5    6    4    2    6    4    
Vardas7763     Pavarde7763         1    10   3    5    6    9    
Vardas4731     Pavarde4731         10   9    2    2    3    8    
Vardas6703     Pavarde6703         7    9    6    5    7    6    
Vardas4381     Pavarde4381         2    4    1    5    2    6    
Vardas625      Pavarde625          7    7    5    9    8    9    
Vardas6634     Pavarde6634         3    3    9    3    8    6    
Vardas4975     Pavarde4975         9    1    6    5    5    1    
Vardas1480     Pavarde1480         1    4    9    7    9    9    
Vardas5073     Pavarde5073         7    1    5    1    9    6    
Vardas32       Pavarde32           5    3    2    9    10   8    
Vardas2666     Pavarde2666         10   8    2    1    3    1    
Vardas2911     Pavarde2911         9    3    2    4    1    7    
Vardas8464     Pavarde8464         7    6    3    1    6    1    
Vardas9610     Pavarde9610         8    6    4    4    3    4    
Vardas5674     Pavarde5674         7    4    8    8    5    8    
Vardas9714     Pavarde9714         3    10   3    10   7    1    
Vardas2843     Pavarde2843         6    8    2    6    6    10   
Vardas5037     Pavarde5037         5    10   5    3    4    6    
Vardas6283     Pavarde6283         8    9    5    6    1    4    
Vardas7538     Pavarde7538         6    9    2    8    9    4    
Vardas8798     Pavarde8798         6    3    8    8    2    6    
Vardas2080     Pavarde2080         7    3    6    3    4    1    
Vardas1380     Pavarde1380         9    1    7    9    3    3    
Vardas9495     Pavarde9495         7    5    8    4    2    8    
Vardas5214     Pavarde5214         10   1    9    4    9    8    
Vardas7197     Pavarde7197         3    9    10   5    4    2    
Vardas2229     Pavarde2229         7    10   3    6    1    4    
Vardas7502     Pavarde7502         7    9    1    4    6    3    
Vardas4169     Pavarde4169         1    7    5    5    6    2    
Vardas9476     Pavarde9476         9    1    5    10   4    6    
Vardas5363     Pavarde5363         7    5    6    8    7    4    
Vardas6503     Pavarde6503         2    2    1    5    7    10   
Vardas1485     Pavarde1485         6    4    10   2    4    4    
Vardas7009     Pavarde7009         3    3    7    4    2    8    
Vardas9472     Pavarde9472         10   3    9    10   8    9    
Vardas5740     Pavarde5740         3    4    3    6    10   2    
Vardas7094     Pavarde7094         10   2    3    9    2    9    
Vardas2177     Pavarde2177         7    8    8    5    4    8    
Vardas6174     Pavarde6174         6    5    7    8    2    8    
Vardas5780     Pavarde5780         2    5    4    6    7    2    
Vardas1451     Pavarde1451         1    1    7    5    10   5    
Vardas9087     Pavarde9087         3    8    6    2    4    1    
Vardas3540     Pavarde3540         1    10   9    5    8    2    
Vardas6074     Pavarde6074         9    4    6    5    2    7    
Vardas4282     Pavarde4282         8    5    5    6    6    9    
Vardas4277     Pavarde4277         6    10   6    7    7    5    
Vardas6881     Pavarde6881         6    9    2    6    9    1    
Vardas232      Pavarde232          7    2    5    5    9    9    
Vardas6371     Pavarde6371         4    9    4    9    1    4    
Vardas4336     Pavarde4336         4    9    5    8    3    4    
Vardas7809     Pavarde7809         3    4    1    10   2    2    
Vardas8553     Pavarde8553         3    3    7    7    4    7    
Vardas7283     Pavarde7283         1    5    7    8    4    2    
Vardas6850     Pavarde6850         10   1    5    5    3    5    
Vardas94       Pavarde94           8    4    8    9    9    4    
Vardas2366     Pavarde2366         6    2    2    6    6    5    
Vardas4194     Pavarde4194         3    7    4    8    3    10   
Vardas4751     Pavarde4751         8    8    10   5    1    10   
Vardas1641     Pavarde1641         1    8    8    10   2    6    
Vardas6975     Pavarde6975         8    1    7    1    4    8    
Vardas4895     Pavarde4895         4    10   7    9    5    6    
Vardas3842     Pavarde3842         6    5    3    6    1    4    
Vardas1545     Pavarde1545         4    7    5    5    5    6    
Vardas7590     Pavarde7590         10   9    9    1    5    7    
Vardas5945     Pavarde5945         4    1    1    2    1    8    
Vardas7630     Pavarde7630         3    6    7    9    2    9    
Vardas2179     Pavarde2179         6    7    4    4    5    3    
Vardas1351     Pavarde1351         7    5    1    8    6    10   
Vardas6465     Pavarde6465         2    3    7    2    7    6    
Vardas125      Pavarde125          1    9    3    3    2    1    
Vardas2682     Pavarde2682         3    4    1    2    6    9    
Vardas4147     Pavarde4147         2    8    9    6    6    10   
Vardas222      Pavarde222          2    7    3    4    6    1    
Vardas6419     Pavarde6419         10   9    3    4    7    1    
Vardas6216     Pavarde6216         5    1    5    9    8    8    
Vardas2543     Pavarde2543         2    7    6    5    8    4    
Vardas5265     Pavarde5265         4    1    1    3    1    3    
Vardas7282     Pavarde7282         8    6    8    7    7    3    
Vardas7532     Pavarde7532         10   8    5    8    4    4    
Vardas3535     Pavarde3535         7    2    8    7    8    5    
Vardas9466     Pavarde9466         8    9    4    7    5    7    
Vardas4181     Pavarde4181         10   9    7    10   3    1    
Vardas9559     Pavarde9559         1    2    2    5    4    8    
Vardas6759     Pavarde6759         8    8    3    8    9    7    
Vardas5514     Pavarde5514         1    2    7    4    9    4    
Vardas9862     Pavarde9862         3    1    7    6    1    2    
Vardas4562     Pavarde4562         8    5    5    3    4    3    
Vardas6931     Pavarde6931         5    4    6    2    10   6    
Vardas4346     Pavarde4346         1    6    10   9    5    1    
Vardas8177     Pavarde8177         10   8    2    1    8    1    
Vardas9410     Pavarde9410         6    8    3    7    5    8    
Vardas8390     Pavarde8390         3    3    10   9    2    5    
Vardas2876     Pavarde2876         6    3    5    4    10   8    
Vardas3806     Pavarde3806         8    1    6    10   8    9    
Vardas5567     Pavarde5567         7    3    2    7    8    9    
Vardas2738     Pavarde2738         1    7    8    10   9    7    
Vardas9297     Pavarde9297         7    10   10   3    10   4    
Vardas6618     Pavarde6618         9    7    4    8    9    7    
Vardas4688     Pavarde4688         3    4    3    2    7    6    
Vardas6086     Pavarde6086         10   3    9    6    4    6    
Vardas2442     Pavarde2442         4    8    2    10   4    3    
Vardas3670     Pavarde3670         2    6    10   5    10   5    
Vardas5275     Pavarde5275         4    9    2    8    2    8    
Vardas6733     Pavarde6733         6    10   4    5    10   10   
Vardas9554     Pavarde9554         5    3    10   6    10   8    
Vardas9106     Pavarde9106         1    5    6    5    3    2    
Vardas3212     Pavarde3212         10   8    4    2    9    8    
Vardas7621     Pavarde7621         10   6    4    3    8    8    
Vardas187      Pavarde187          3    9    1    6    7    6    
Vardas9244     Pavarde9244         6    6    1    6    8    4    
Vardas7811     Pavarde7811         1    5    3    9    9    1    
Vardas8878     Pavarde8878         8    9    6    2    5    5    
Vardas4888     Pavarde4888         7    3    8    1    5    2    
Vardas7748     Pavarde7748         3    1    5    6    10   1    
Vardas4675     Pavarde4675         9    1    5    9    4    1    
Vardas4165     Pavarde4165         2    4    10   8    3    9    
Vardas6379     Pavarde6379         9    9    2    8    7    10   
Vardas3731     Pavarde3731         4    2    7    1    10   7    
Vardas1719     Pavarde1719         2    4    6    8    10   3    
Vardas9520     Pavarde9520         4    2    10   3    4    3    
Vardas368      Pavarde368          8    4    2    9    1    3    
Vardas7484     Pavarde7484         1    7    2    3    4    1    
Vardas2183     Pavarde2183         6    10   9    9    6    10   
Vardas2267     Pavarde2267         7    3    10   4    1    1    
Vardas9689     Pavarde9689         1    5    4    4    8    3    
Vardas5794     Pavarde5794         2    2    7    10   9    4    
Vardas6316     Pavarde6316         1    9    5    9    9    8    
Vardas5459     Pavarde5459         3    9    10   8    1    6    
Vardas6139     Pavarde6139         10   3    6    4    9    10   
Vardas1995     Pavarde1995         3    5    5    8    7    4    
Vardas6192     Pavarde6192         2    10   9    1    4    6    
Vardas6321     Pavarde6321         3    1    3    4    5    9    
Vardas7097     Pavarde7097         6    5    1    5    9    7    
Vardas2084     Pavarde2084         2    8    1    4    9    10   
Vardas3210     Pavarde3210         4    2    10   9    4    2    
Vardas1578     Pavarde1578         7    8    3    2    10   3    
Vardas4063     Pavarde4063         1    4    2    3    3    1    
Vardas8390     Pavarde8390         4    8    10   8    9    4    
Vardas5304     Pavarde5304         7    1    9    7    9    6    
Vardas2582     Pavarde2582         6    6    9    9    9    6    
Vardas657      Pavarde657          7    6    4    5    10   3    
Vardas6856     Pavarde6856         10   9    6    9    4    6    
Vardas8077     Pavarde8077         8    1    9    10   2    7    
Vardas2334     Pavarde2334         9    10   6    4    6    4    
Vardas1845     Pavarde1845         5    2    6    5    7    6    
Vardas6838     Pavarde6838         7    3    8    10   10   6    
Vardas93       Pavarde93           10   6    10   5    5    6    
Vardas8746     Pavarde8746         2    1    7    3    4    1    
Vardas2830     Pavarde2830         1    1    4    8    2    9    
Vardas4385     Pavarde4385         3    2    6    2    9    7    
Vardas2070     Pavarde2070         7    9    1    5    3    9    
Vardas7115     Pavarde7115         8    7    10   1    10   3    
Vardas2331     Pavarde2331         7    7    3    8    5    4    
Vardas7911     Pavarde7911         1    8    9    4    3    8    
Vardas4865     Pavarde4865         4    5    4    6    9    1    
Vardas7861     Pavarde7861         7    2    9    6    9    7    
Vardas4207     Pavarde4207         6    5    1    7    4    6    
Vardas1237     Pavarde1237         2    1    9    8    4    6    
Vardas7321     Pavarde7321         5    4    10   6    7    3    
Vardas9920     Pavarde9920         1    1    4    6    1    6    
Vardas3057     Pavarde3057         1    9    10   3    6    3    
Vardas411      Pavarde411          3    8    8    5    6    5    
Vardas1371     Pavarde1371         8    6    6    8    7    7    
Vardas7168     Pavarde7168         10   6    1    2    2    8    
Vardas9798     Pavarde9798         10   4    6    3    8    1    
Vardas5184     Pavarde5184         8    7    5    3    3    6    
Vardas2079     Pavarde2079         8    7    9    3    3    5    
Vardas6306     Pavarde6306         10   8    10   10   10   7    
Vardas349      Pavarde349          6    3    6    5    1    8    
Vardas7975     Pavarde7975         9    2    8    8    2    2    
Vardas8757     Pavarde8757         5    7    2    2    7    7    
Vardas7432     Pavarde7432         4    8    8    9    10   1    
Vardas8348     Pavarde8348         9    10   3    8    6    6    
Vardas4592     Pavarde4592         6    8    2    9    1    3    
Vardas563      Pavarde563          8    6    1    4    6    2    
Vardas5095     Pavarde5095         8    10   10   6    9    1    
Vardas1529     Pavarde1529         8    5    1    7    7    1    
Vardas5714     Pavarde5714         8    3    6    6    5    8    
Vardas3774     Pavarde3774         6    3    7    1    1    2    
Vardas9984     Pavarde9984         3    10   4    1    2    9    
Vardas6188     Pavarde6188         9    4    6    9    7    2    
Vardas5528     Pavarde5528         5    1    7    9    8    8    
Vardas9063     Pavarde9063         9    8    10   7    9    1    
Vardas9053     Pavarde9053         8    4    8    2    8    9    
Vardas5058     Pavarde5058         6    5    9    1    6    10   
Vardas3323     Pavarde3323         8    6    10   9    4    3    
Vardas6151     Pavarde6151         5    3    6    2    8    1    
Vardas5933     Pavarde5933         4    1    9    1    9    9    
Vardas6436     Pavarde6436         7    8    2    7    9    6    
Vardas5951     Pavarde5951         3    4    3    3    7    5    
Vardas2286     Pavarde2286         9    6    7    1    6    7    
Vardas9874     Pavarde9874         6    9    4    4    4    1    
Vardas3082     Pavarde3082         6    2    5    6    9    1    
Vardas978      Pavarde978          7    6    4    4    6    10   
Vardas1464     Pavarde1464         2    10   2    3    3    3    
Vardas9706     Pavarde9706         6    3    2    1    8    5    
Vardas2745     Pavarde2745         8    6    9    6    2    10   
Vardas8865     Pavarde8865         7    3    6    5    6    6    
Vardas4881     Pavarde4881         1    2    1    5    2    6    
Vardas1964     Pavarde1964         8    3    3    8    7    5    
Vardas4229     Pavarde4229         6    5    7    8    10   10   
Vardas187      Pavarde187          10   5    9    1    10   10   
Vardas9163     Pavarde9163         4    3    7    10   2    9    
Vardas916      Pavarde916          5    2    7    4    2    9    
Vardas531      Pavarde531          3    8    2    7    6    6    
Vardas3003     Pavarde3003         4    1    9    3    3    6    
Vardas2141     Pavarde2141         8    7    2    3    7    7    
Vardas9009     Pavarde9009         10   1    8    10   5    9    
Vardas8813     Pavarde8813         2    1    8    3    2    8    
Vardas5569     Pavarde5569         4    10   4    1    1    1    
Vardas4701     Pavarde4701         3    9    7    6    10   3    
Vardas6093     Pavarde6093         3    5    2    9    6    3    
Vardas5067     Pavarde5067         10   10   7    2    6    2    
Vardas9713     Pavarde9713         2    7    1    9    3    8    
Vardas8017     Pavarde8017         4    5    4    4    9    8    
Vardas4254     Pavarde4254         1    6    2    5    10   3    
Vardas5359     Pavarde5359         7    5    9    7    9    1    
Vardas5583     Pavarde5583         10   7    10   8    7    6    
Vardas2994     Pavarde2994         2    10   10   6    8    10   
Vardas1515     Pavarde1515         9    7    9    2    10   1    
Vardas914      Pavarde914          4    3    7    6    3    6    
Vardas2457     Pavarde2457         9    3    2    4    8    7    
Vardas9554     Pavarde9554         6    4    2    9    6    5    
Vardas6962     Pavarde6962         8    9    10   2    1    3    
Vardas5693     Pavarde5693         8    5    5    3    1    5    
Vardas1430     Pavarde1430         9    6    4    2    9    2    
Vardas432      Pavarde432          8    7    8    1    2    5    
Vardas2056     Pavarde2056         9    10   8    9    2    7    
Vardas2043     Pavarde2043         1    3    5    4    9    4    
Vardas6799     Pavarde6799         3    1    5    1    4    8    
Vardas4793     Pavarde4793         1    1    4    10   3    7    
Vardas3649     Pavarde3649         8    6    6    2    5    9    
Vardas2429     Pavarde2429         6    3    7    5    9    6    
Vardas2588     Pavarde2588         7    3    6    2    4    10   
Vardas4833     Pavarde4833         1    3    7    2    4    8    
Vardas8818     Pavarde8818         3    4    7    4    6    7    
Vardas2845     Pavarde2845         8    8    4    2    9    6    
Vardas5953     Pavarde5953         6    4    2    7    4    10   
Vardas2625     Pavarde2625         6    2    2    2    4    8    
Vardas8276     Pavarde8276         2    4    5    5    4    1    
Vardas7783     Pavarde7783         3    9    4    3    10   1    
Vardas1753     Pavarde1753         1    6    6    6    6    2    
Vardas7347     Pavarde7347         1    7    6    9    9    8    
Vardas9562     Pavarde9562         7    6    8    6    10   4    
Vardas9220     Pavarde9220         7    4    4    7    1    10   
Vardas4499     Pavarde4499         8    10   10   9    7    1    
Vardas4428     Pavarde4428         7    10   2    5    10   2    
Vardas2293     Pavarde2293         10   7    2    6    7    6    
Vardas953      Pavarde953          7    4    4    10   2    4    
Vardas2411     Pavarde2411         1    9    8    4    4    10   
Vardas602      Pavarde602          3    10   9    3    9    6    
Vardas71       Pavarde71           7    8    3    2    3    4    
Vardas6080     Pavarde6080         10   1    7    4    1    6    
Vardas426      Pavarde426          5    4    3    5    9    1    
Vardas2110     Pavarde2110         4    3    4    7    9    3    
Vardas7942     Pavarde7942         5    2    8    1    7    2    
Vardas9588     Pavarde9588         9    2    2    2    7    2    
Vardas273      Pavarde273          4    2    6    1    5    1    
Vardas4330     Pavarde4330         4    7    9    3    4    3    
Vardas5539     Pavarde5539         1    2    9    2    1    4    
Vardas2786     Pavarde2786         6    7    1    6    6    6    
Vardas5971     Pavarde5971         10   9    3    1    7    10   
Vardas4094     Pavarde4094         8    4    4    7    5    4    
Vardas2649     Pavarde2649         6    1    10   2    7    8    
Vardas9198     Pavarde9198         10   4    8    2    8    5    
Vardas4129     Pavarde4129         7    7    7    9    6    8    
Vardas6176     Pavarde6176         6    7    7    1    6    8    
Vardas4586     Pavarde4586         5    9    4    5    2    8    
Vardas2692     Pavarde2692         4    2    4    4    1    3    
Vardas5083     Pavarde5083         5    7    10   9    10   7    
Vardas938      Pavarde938          8    6    3    4    6    4    
Vardas6679     Pavarde6679         3    4    9    1    5    3    
Vardas4512     Pavarde4512         8    6    7    7    7    9    
Vardas9317     Pavarde9317         4    7    3    2    6    10   
Vardas8280     Pavarde8280         2    6    8    2    6    3    
Vardas6079     Pavarde6079         5    10   6    8    1    2    
Vardas2928     Pavarde2928         9    8    7    5    7    1    
Vardas6294     Pavarde6294         1    6    7    7    3    4    
Vardas8433     Pavarde8433         1    9    10   6    7    3    
Vardas7868     Pavarde7868         2    9    6    9    3    7    
Vardas1544     Pavarde1544         10   8    2    1    5    1    
Vardas9527     Pavarde9527         1    4    3    4    5    5    
Vardas742      Pavarde742          6    3    10   10   5    3    
Vardas1337     Pavarde1337         8    4    1    9    3    9    
Vardas2133     Pavarde2133         6    1    7    6    5    3    
Vardas1771     Pavarde1771         1    9    7    5    2    5    
Vardas7577     Pavarde7577         4    5    4    2    1    1    
Vardas1927     Pavarde1927         8    5    6    9    7    7    
Vardas5446     Pavarde5446         9    2    9    7    1    10   
Vardas1866     Pavarde1866         2    8    7    8    1    7    
Vardas6399     Pavarde6399         3    7    5    2    4    5    
Vardas5744     Pavarde5744         8    1    1    1    2    7    
Vardas6744     Pavarde6744         9    4    9    10   5    4    
Vardas3908     Pavarde3908         8    1    4    3    2    4    
Vardas777      Pavarde777          1    3    2    7    1    1    
Vardas1532     Pavarde1532         9    9    5    5    8    7    
Vardas2465     Pavarde2465         4    5    9    1    9    4    
Vardas8995     Pavarde8995         4    8    3    5    10   5    
Vardas783      Pavarde783          5    6    1    2    7    3    
Vardas1475     Pavarde1475         2    2    6    8    5    2    
Vardas4143     Pavarde4143         1    1    10   9    4    6    
Vardas880      Pavarde880          1    1    8    10   9    9    
Vardas8942     Pavarde8942         10   9    4    8    7    8    
Vardas8659     Pavarde8659         10   1    8    6    3    5    
Vardas1521     Pavarde1521         6    9    3    1    10   10   
Vardas3002     Pavarde3002         9    7    2    7    4    4    
Vardas1251     Pavarde1251         10   1    2    6    1    1    
Vardas2836     Pavarde2836         5    6    4    9    6    7    
Vardas1605     Pavarde1605         6    9    3    10   8    8    
Vardas6515     Pavarde6515         1    9    6    9    3    5    
Vardas2040     Pavarde2040         3    10   4    8    6    5    
Vardas5257     Pavarde5257         2    5    5    1    5    8    
Vardas8820     Pavarde8820         1    4    9    4    10   9    
Vardas8508     Pavarde8508         7    2    10   1    8    7    
Vardas670      Pavarde670          8    1    7    1    6    8    
Vardas9320     Pavarde9320         5    3    1    7    3    3    
Vardas411      Pavarde411          9    10   5    2    7    9    
Vardas4482     Pavarde4482         10   5    8    8    10   5    
Vardas3756     Pavarde3756         7    8    8    10   8    6    
Vardas3148     Pavarde3148         3    10   10   10   7    5    
Vardas395      Pavarde395          4    10   7    10   1    4    
